name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Renault Duster,Renault,Duster,Mumbai,2015,Diesel,80797,1,Manual,SUV,Hi-Andheri East,FALSE,Mumbai West,Maharashtra,9688,17900,594000,https://www.cars24.com/buy-used-renault-duster-2015-cars-mumbai-10326699768,12-11-2022
Hyundai i20,Hyundai,I20,Patna,2010,Petrol,20795,1,Manual,Hatchback,Hi-Central Patna,FALSE,Patna,Bihar,9688,5000,292000,https://www.cars24.com/buy-used-hyundai-i20-2010-cars-patna-14427894702,30-09-2022
Maruti Celerio,Maruti,Celerio,Nagpur,2016,Petrol,26334,1,Automatic,Hatchback,Hi-Panvel,FALSE,Panvel,Maharashtra,12542,-24100,444000,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-nagpur-10381170775,15-11-2022
Honda City,Honda,City,Mumbai,2012,Petrol,69898,2,Manual,Sedan,Hi-Thane West - Manpada,FALSE,Thane (W),Maharashtra,13898,-7000,388000,https://www.cars24.com/buy-used-honda-city-2012-cars-mumbai-10370799763,28-11-2022
Hyundai i20,Hyundai,I20,Pune,2014,Petrol,58238,1,Manual,Hatchback,Pune-Pns,FALSE,Pune,Maharashtra,13898,0,457199,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-pune-10614792725,02-12-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Bangalore,2011,Petrol,80981,1,Manual,Hatchback,Hi-North 3 Bengaluru,FALSE,Bengaluru,Karnataka,12542,8700,283000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2011-cars-bangalore-10267377793,20-10-2022
Maruti IGNIS,Maruti,Ignis,Rajkot,2021,Petrol,10988,1,Manual,Hatchback,Nanavati Chowk,FALSE,Rajkot,Gujarat,9688,30100,535000,https://www.cars24.com/buy-used-maruti-ignis-2021-cars-rajkot-15086394716,01-07-2022
Maruti Swift,Maruti,Swift,Ahmedabad,2017,Petrol,55329,1,Manual,Hatchback,Hi-West-Amd,FALSE,Ahmedabad,Gujarat,13898,10200,520000,https://www.cars24.com/buy-used-maruti-swift-2017-cars-ahmedabad-11478071770,08-11-2022
Nissan Micra Active,Nissan,Micra Active,Nagpur,2017,Petrol,32350,1,Manual,Hatchback,Khamla Chowk,FALSE,Nagpur,Maharashtra,9688,-7900,394000,https://www.cars24.com/buy-used-nissan-micra-active-2017-cars-nagpur-12321270795,18-10-2022
Hyundai Creta,Hyundai,Creta,Mumbai,2016,Diesel,97021,2,Automatic,SUV,Hi-Andheri East,FALSE,Panvel,Maharashtra,9688,14500,922000,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-mumbai-10379490705,10-11-2022
Hyundai Grand i10,Hyundai,Grand I10,Faridabad,2016,Petrol,23365,2,Manual,Hatchback,Hi-Multan Nagar,FALSE,Faridabad,Haryana,13898,24000,400000,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-faridabad-11041499743,11-10-2022
Tata Hexa,Tata,Hexa,New Delhi,2018,Diesel,76644,1,Automatic,SUV,Hi-West Delhi,FALSE,New Delhi,Delhi,13898,88000,1067000,https://www.cars24.com/buy-used-tata-hexa-2018-cars-new-delhi-10033694739,30-08-2022
Tata Hexa,Tata,Hexa,Bangalore,2018,Diesel,76617,1,Automatic,SUV,Bengaluru-Pns,FALSE,Bengaluru,Karnataka,19407,194100,1339000,https://www.cars24.com/buy-used-tata-hexa-2018-cars-bangalore-10226598755,07-09-2022
Renault Kwid,Renault,Kwid,Bangalore,2021,Petrol,4329,1,Manual,Hatchback,Hi-South 4 Bengaluru,FALSE,Bengaluru,Karnataka,12542,121900,553000,https://www.cars24.com/buy-used-renault-kwid-2021-cars-bangalore-10211292702,25-09-2022
Honda Amaze,Honda,Amaze,Indore,2019,Petrol,22139,2,Automatic,Sedan,Rasoma Square,FALSE,Delhi,Delhi,13898,25000,622000,https://www.cars24.com/buy-used-honda-amaze-2019-cars-indore-12871794779,23-07-2022
Honda City,Honda,City,Bangalore,2012,Petrol,59732,2,Manual,Sedan,Hi-South 1 Bengaluru,FALSE,Tiptur,Karnataka,9688,8400,502000,https://www.cars24.com/buy-used-honda-city-2012-cars-bangalore-10255770778,03-11-2022
Toyota Etios,Toyota,Etios,Kolkata,2014,Petrol,59283,1,Manual,Sedan,Hi-Kolkata,FALSE,Kolkata,West Bengal,9688,799,396000,https://www.cars24.com/buy-used-toyota-etios-2014-cars-kolkata-11926591765,29-10-2022
Maruti Wagon R Stingray,Maruti,Wagon R Stingray,Nagpur,2014,Petrol,32817,2,Manual,Hatchback,Hi-Worli,FALSE,Mumbai,Maharashtra,12542,-25700,338200,https://www.cars24.com/buy-used-maruti-wagon-r-stingray-2014-cars-nagpur-10365779770,22-11-2022
Ford Ecosport,Ford,Ecosport,Jaipur,2016,Diesel,89505,3,Manual,SUV,Hi-Jhotwara,FALSE,Alwar,Rajasthan,13898,-31700,551000,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-jaipur-10752197767,18-11-2022
Maruti Swift Dzire,Maruti,Swift Dzire,New Delhi,2013,Petrol,26065,1,Manual,Sedan,Hi-Multan Nagar,FALSE,Noida,Uttar Pradesh,9688,22000,377000,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-new-delhi-11242196736,10-09-2022
Maruti Baleno,Maruti,Baleno,Gurgaon,2018,Petrol,51337,1,Manual,Hatchback,Hi-South Gurgaon,FALSE,Delhi,Delhi,13898,45300,541000,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-gurgaon-10168998743,11-09-2022
Maruti Swift,Maruti,Swift,Faridabad,2019,Petrol,45357,2,Automatic,Hatchback,Hi-Gurgaon,FALSE,Gurgaon,Haryana,13898,39200,583800,https://www.cars24.com/buy-used-maruti-swift-2019-cars-faridabad-10181393741,31-08-2022
Honda Amaze,Honda,Amaze,Nashik,2015,Petrol,65032,3,Manual,Sedan,Mumbai Naka,FALSE,Nashik,Maharashtra,13898,21900,437000,https://www.cars24.com/buy-used-honda-amaze-2015-cars-nashik-12423894755,23-08-2022
Volkswagen Polo,Volkswagen,Polo,Mumbai,2018,Petrol,24623,1,Manual,Hatchback,Hi-Worli,FALSE,Mumbai East,Maharashtra,13898,-23100,507000,https://www.cars24.com/buy-used-volkswagen-polo-2018-cars-mumbai-10391173716,04-12-2022
Mahindra TUV300,Mahindra,Tuv300,Kolkata,2018,Diesel,76226,1,Manual,SUV,Hi-Kolkata,FALSE,Kolkata,West Bengal,9688,7600,685000,https://www.cars24.com/buy-used-mahindra-tuv300-2018-cars-kolkata-11929276793,20-10-2022
Maruti Ritz,Maruti,Ritz,New Delhi,2014,Petrol,92573,1,Manual,Hatchback,Hi-Multan Nagar,FALSE,Delhi,Delhi,13898,-19200,304000,https://www.cars24.com/buy-used-maruti-ritz-2014-cars-new-delhi-10006691741,01-12-2022
Hyundai Verna,Hyundai,Verna,Bangalore,2017,Petrol,26658,1,Manual,Sedan,Hi-South 2 Bengaluru,FALSE,Bengaluru,Karnataka,19407,91000,849000,https://www.cars24.com/buy-used-hyundai-verna-2017-cars-bangalore-10267794700,15-09-2022
Maruti Swift Dzire,Maruti,Swift Dzire,Pune,2014,Petrol,61810,2,Manual,Sedan,Hi-Andheri East,FALSE,Mumbai West,Maharashtra,13898,17000,396000,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-pune-10395371773,14-11-2022
Maruti New  Wagon-R,Maruti,New  Wagon-R,Mumbai,2020,Petrol,9220,2,Manual,Hatchback,Hi-Thane West - Manpada,FALSE,Kalyan,Maharashtra,12188,65300,496000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-mumbai-10391591724,25-08-2022
Hyundai Elite i20,Hyundai,Elite I20,New Delhi,2018,Petrol,24582,1,Manual,Hatchback,Hi-Delhi,FALSE,New Delhi,Delhi,9688,5000,574000,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-new-delhi-10013172752,26-11-2022
Hyundai Elite i20,Hyundai,Elite I20,Nagpur,2018,Diesel,26423,1,Manual,Hatchback,Ravi Nagar,FALSE,Nagpur,Maharashtra,13898,-400,782000,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-nagpur-12344372718,12-11-2022
Renault Kwid,Renault,Kwid,Jaipur,2018,Petrol,45942,2,Manual,Hatchback,Jaipur-Pns,FALSE,Alwar,Rajasthan,12542,-21600,317300,https://www.cars24.com/buy-used-renault-kwid-2018-cars-jaipur-10735293760,12-10-2022
Honda WR-V,Honda,Wr-V,Mumbai,2017,Diesel,87880,2,Manual,SUV,Hi-Panvel,FALSE,Navimumbai,Maharashtra,9688,-10500,684000,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-mumbai-10344077778,25-11-2022
Maruti Alto 800,Maruti,Alto 800,Bangalore,2013,Petrol,32519,1,Manual,Hatchback,Bengaluru-Pns,FALSE,Bengaluru,Karnataka,9688,-3400,278000,https://www.cars24.com/buy-used-maruti-alto-800-2013-cars-bangalore-10229594738,13-09-2022
Hyundai Elite i20,Hyundai,Elite I20,Mumbai,2019,Petrol,36301,1,Manual,Hatchback,Mumbai-Pns,FALSE,Mumbai,Maharashtra,13898,23200,619000,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-mumbai-10313274790,02-11-2022
Maruti Dzire,Maruti,Dzire,Rajkot,2018,Petrol,51944,1,Automatic,Sedan,Ahmedabad-Pns,FALSE,Rajkot,Gujarat,13898,-32200,736000,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-rajkot-11455770713,16-11-2022
Maruti Alto K10,Maruti,Alto K10,Noida,2016,Petrol,31186,1,Automatic,Hatchback,Sector 73,FALSE,Noida,Uttar Pradesh,12542,35000,342000,https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-noida-10519990709,23-09-2022
Hyundai VENUE,Hyundai,Venue,Chennai,2020,Petrol,72825,1,Manual,SUV,Hi-Chennai North,FALSE,Chennai,Tamil Nadu,13898,64300,780600,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-chennai-11334598782,02-08-2022
Tata Tiago,Tata,Tiago,New Delhi,2021,Petrol,15120,1,Manual,Hatchback,Hi-Nsp Delhi,FALSE,Delhi,Delhi,13898,22800,561200,https://www.cars24.com/buy-used-tata-tiago-2021-cars-new-delhi-10016497764,06-10-2022
Renault Duster,Renault,Duster,Bangalore,2013,Diesel,97674,1,Manual,SUV,Hi-South 1 Bengaluru,FALSE,Banglore-Cafe Dly,Karnataka,9688,-5700,621000,https://www.cars24.com/buy-used-renault-duster-2013-cars-bangalore-10246879798,04-11-2022
Hyundai Eon,Hyundai,Eon,Indore,2017,Petrol,42887,1,Manual,Hatchback,Bhopal-Pns,FALSE,Bhopal,Madhya Pradesh,9688,5000,336000,https://www.cars24.com/buy-used-hyundai-eon-2017-cars-indore-14651694705,09-09-2022
Maruti Swift,Maruti,Swift,New Delhi,2017,Petrol,58047,1,Manual,Hatchback,Hi-Nsp Delhi,FALSE,New Delhi,Delhi,9688,14400,420800,https://www.cars24.com/buy-used-maruti-swift-2017-cars-new-delhi-10034193700,11-10-2022
Hyundai NEW SANTRO,Hyundai,New Santro,New Delhi,2019,Petrol + Cng,97651,1,,,Hi-Multan Nagar,FALSE,New Delhi,Delhi,13898,-9900,476199,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-new-delhi-10033095724,23-11-2022
Volkswagen Polo,Volkswagen,Polo,Mumbai,2014,Petrol,41648,1,Automatic,Hatchback,Hi-Worli,FALSE,Mumbai,Maharashtra,9688,13900,553000,https://www.cars24.com/buy-used-volkswagen-polo-2014-cars-mumbai-10368992762,23-10-2022
Hyundai Elite i20,Hyundai,Elite I20,Kolkata,2018,Petrol,26795,1,Manual,Hatchback,Hi-Central Kolkata,FALSE,Kolkata,West Bengal,13898,56200,509000,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-kolkata-11983498721,19-08-2022
Hyundai Xcent,Hyundai,Xcent,Hyderabad,2014,Diesel,92016,3,Manual,Sedan,Hi-East 2 Hyd,FALSE,Hyderabad,Telangana,13898,-3500,410800,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-hyderabad-10442893704,26-09-2022
Honda Amaze,Honda,Amaze,Noida,2019,Petrol,30185,1,Automatic,Sedan,Dwarka Sector 6,FALSE,Delhi,Delhi,13898,43700,762000,https://www.cars24.com/buy-used-honda-amaze-2019-cars-noida-10044995782,05-08-2022
Hyundai Grand i10,Hyundai,Grand I10,Mumbai,2014,Petrol + Cng,78611,1,Automatic,Hatchback,Hi-Worli,FALSE,Mumbai East,Maharashtra,9688,-25200,424000,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-mumbai-10333679774,30-11-2022
Tata NEXON,Tata,Nexon,Noida,2018,Petrol,32682,2,Manual,SUV,Hi-Noida Outer,FALSE,Noida,Uttar Pradesh,9688,-10400,662000,https://www.cars24.com/buy-used-tata-nexon-2018-cars-noida-10520171714,30-11-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Surat,2016,Petrol,25343,2,Manual,Hatchback,Hi-Adajan,FALSE,Surat,Gujarat,12542,41000,350000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-surat-13500195712,02-08-2022
Maruti Swift,Maruti,Swift,New Delhi,2020,Petrol,3192,1,Manual,Hatchback,Hi-South Delhi,FALSE,New Delhi,Delhi,13898,19900,646000,https://www.cars24.com/buy-used-maruti-swift-2020-cars-new-delhi-10091671710,05-11-2022
Hyundai Elite i20,Hyundai,Elite I20,Lucknow,2018,Petrol,31289,1,Manual,Hatchback,Lucknow-Pns,FALSE,Lucknow,Uttar Pradesh,13898,-17600,613000,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-lucknow-13273377792,12-11-2022
Hyundai Elite i20,Hyundai,Elite I20,Chennai,2017,Diesel,63613,2,Manual,Hatchback,Hi-Chennai,FALSE,Chennai,Tamil Nadu,12188,-16800,577999,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-chennai-11389670710,16-11-2022
Maruti Vitara Brezza,Maruti,Vitara Brezza,Bangalore,2016,Diesel,67977,3,Manual,SUV,Hi-South 2 Bengaluru,FALSE,Bangalore South,Karnataka,13898,59800,786000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-bangalore-10237393720,25-08-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Hyderabad,2018,Petrol,53878,1,Manual,Hatchback,Hyderabad-Pns,FALSE,Hyderabad,Telangana,12542,30400,403000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-hyderabad-10410495720,27-08-2022
Hyundai Elite i20,Hyundai,Elite I20,Kochi,2020,Petrol,19556,2,Manual,Hatchback,Hi-Kochi South,FALSE,Perinthalmanna,Kerala,13898,44700,601000,https://www.cars24.com/buy-used-hyundai-elite-i20-2020-cars-kochi-17882998765,11-10-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Mumbai,2012,Petrol,61548,1,Manual,Hatchback,Mumbai-Pns,FALSE,Mumbai,Maharashtra,12542,14000,285000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2012-cars-mumbai-10357570793,21-10-2022
Hyundai Santro Xing,Hyundai,Santro Xing,Bangalore,2010,Petrol,43166,1,Manual,Hatchback,Hi-South 4 Bengaluru,FALSE,Bengaluru,Karnataka,13898,5000,265000,https://www.cars24.com/buy-used-hyundai-santro-xing-2010-cars-bangalore-10297096721,15-09-2022
Maruti Swift,Maruti,Swift,Bangalore,2021,Petrol,39094,1,Manual,Hatchback,Hi-South 2 Bengaluru,FALSE,Bangalore Central,Karnataka,9688,53300,751000,https://www.cars24.com/buy-used-maruti-swift-2021-cars-bangalore-10208593760,27-09-2022
Hyundai VENUE,Hyundai,Venue,Hyderabad,2021,Petrol,2483,1,Manual,SUV,Hi-East 2 Hyd,FALSE,Hyderabad,Telangana,13898,-400,931000,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-hyderabad-10438772793,21-10-2022
Toyota Corolla Altis,Toyota,Corolla Altis,Bangalore,2015,Petrol,45164,2,Manual,Luxury Sedan,Hi-East 2 Bengaluru,FALSE,Bengaluru,Karnataka,9688,63200,946000,https://www.cars24.com/buy-used-toyota-corolla-altis-2015-cars-bangalore-10204690765,08-10-2022
Renault Kwid,Renault,Kwid,Chennai,2015,Petrol,63756,2,Manual,Hatchback,Hi-Chennai,FALSE,Tirichy,Tamil Nadu,12542,5000,307000,https://www.cars24.com/buy-used-renault-kwid-2015-cars-chennai-11344577793,10-11-2022
Mercedes Benz C Class,Mercedes Benz,C Class,Chandigarh,2010,Diesel,116211,1,Automatic,Luxury Sedan,Sbs Nagar,TRUE,Ludhiana,Punjab,19407,77500,678000,https://www.cars24.com/buy-used-mercedes-benz-c-class-2010-cars-chandigarh-1294066227,06-04-2021
Hyundai NEW SANTRO,Hyundai,New Santro,Chennai,2019,Petrol,38630,1,Manual,Hatchback,Chennai-Pns,FALSE,Chennai,Tamil Nadu,9688,5000,514000,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-chennai-11350378710,05-12-2022
Hyundai Verna,Hyundai,Verna,Bangalore,2016,Diesel,49575,1,Manual,Sedan,Hi-South 4 Bengaluru,FALSE,Bengaluru,Karnataka,9688,34800,808800,https://www.cars24.com/buy-used-hyundai-verna-2016-cars-bangalore-10200290730,02-09-2022
Tata Harrier,Tata,Harrier,Indore,2021,Diesel,32514,1,Manual,SUV,Hi-Bhopal,FALSE,Bhopal,Madhya Pradesh,9688,131800,1758000,https://www.cars24.com/buy-used-tata-harrier-2021-cars-indore-15753077795,04-11-2022
Tata PUNCH,Tata,Punch,Bangalore,2021,Petrol,12498,1,,,Hi-North 2 Bengaluru,FALSE,Bengaluru,Karnataka,12188,26900,938000,https://www.cars24.com/buy-used-tata-punch-2021-cars-bangalore-10221370778,28-10-2022
Maruti Alto 800,Maruti,Alto 800,New Delhi,2018,Petrol + Cng,70839,1,Manual,Hatchback,New Delhi-Pns,FALSE,Noida,Uttar Pradesh,9688,-5900,328000,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-new-delhi-10055078772,27-11-2022
Hyundai Creta,Hyundai,Creta,Hyderabad,2019,Diesel,44026,2,Manual,SUV,Hyderabad-Pns,FALSE,Hyderabad,Telangana,19407,120400,1211000,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-hyderabad-10418271796,13-10-2022
Mahindra XUV500,Mahindra,Xuv500,Pune,2016,Diesel,89755,2,Automatic,SUV,Hi-Pune,FALSE,Pune,Maharashtra,9688,12700,1067000,https://www.cars24.com/buy-used-mahindra-xuv500-2016-cars-pune-10698374797,31-10-2022
Honda Amaze,Honda,Amaze,Pune,2018,Petrol,44088,1,Automatic,Sedan,Hi-Pune,FALSE,Pune,Maharashtra,9688,20250,698000,https://www.cars24.com/buy-used-honda-amaze-2018-cars-pune-10608391741,30-10-2022
Hyundai Grand i10,Hyundai,Grand I10,New Delhi,2015,Petrol,30918,1,Manual,Hatchback,New Delhi-Pns,FALSE,Delhi,Delhi,13898,-2800,430000,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-new-delhi-10098373718,26-11-2022
Jeep Compass,Jeep,Compass,Mumbai,2019,Petrol,26062,1,Automatic,Luxury SUV,Mumbai-Pns,FALSE,Mumbai,Maharashtra,13898,136100,1784000,https://www.cars24.com/buy-used-jeep-compass-2019-cars-mumbai-1035266061,13-05-2022
Maruti Alto K10,Maruti,Alto K10,Kolkata,2018,Petrol,44199,1,Automatic,Hatchback,Hi-Central Kolkata,FALSE,Kolkata,West Bengal,9688,29200,372000,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-kolkata-11994799711,23-07-2022
Hyundai Creta,Hyundai,Creta,Pune,2021,Diesel,48567,1,Manual,SUV,Hi-Pune,FALSE,Pune,Maharashtra,9688,32000,1505000,https://www.cars24.com/buy-used-hyundai-creta-2021-cars-pune-10696177713,28-11-2022
Tata TIGOR,Tata,Tigor,Bangalore,2017,Petrol,60770,1,Manual,Sedan,Hi-East 2 Bengaluru,FALSE,Bangalore Central,Karnataka,9688,17000,552000,https://www.cars24.com/buy-used-tata-tigor-2017-cars-bangalore-10245497744,20-09-2022
Jeep Compass,Jeep,Compass,Chennai,2017,Diesel,68583,1,Manual,Luxury SUV,Chennai-Pns,FALSE,Chennai,Tamil Nadu,9688,151700,1127000,https://www.cars24.com/buy-used-jeep-compass-2017-cars-chennai-11311698709,17-09-2022
Ford Ecosport,Ford,Ecosport,Bangalore,2019,Petrol,44039,1,Manual,SUV,Hi-South 1 Bengaluru,FALSE,Bengaluru,Karnataka,12188,25800,988000,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-bangalore-10297691729,22-10-2022
KIA SELTOS,Kia,Seltos,Mumbai,2019,Petrol,12554,1,Manual,SUV,Mumbai-Pns,TRUE,Mumbai East,Maharashtra,13898,133100,1451000,https://www.cars24.com/buy-used-kia-seltos-2019-cars-mumbai-1036724540,02-08-2021
Hyundai Xcent,Hyundai,Xcent,Gurgaon,2014,Petrol,88737,2,Manual,Sedan,Hi-Gurgaon,FALSE,Gurgaon,Haryana,13898,-300,371000,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-gurgaon-10141394760,12-11-2022
Skoda Rapid,Skoda,Rapid,Gurgaon,2021,Petrol,35096,1,Manual,Sedan,Hi-Uttam Nagar Delhi,FALSE,Delhi,Delhi,9688,69600,1183000,https://www.cars24.com/buy-used-skoda-rapid-2021-cars-gurgaon-10054477779,11-11-2022
Honda Amaze,Honda,Amaze,Noida,2014,Petrol,49946,1,Manual,Sedan,Hi-North Delhi,FALSE,Delhi,Delhi,13898,15900,391000,https://www.cars24.com/buy-used-honda-amaze-2014-cars-noida-10087099721,03-09-2022
Renault TRIBER,Renault,Triber,Pune,2019,Petrol,44937,1,Manual,SUV,Hi-Pune,FALSE,Pune,Maharashtra,12542,78300,619000,https://www.cars24.com/buy-used-renault-triber-2019-cars-pune-10692295700,19-09-2022
Hyundai Creta,Hyundai,Creta,Gurgaon,2017,Petrol,51925,1,Automatic,SUV,Hi-Gurgaon New,FALSE,Delhi,Delhi,19407,13700,990000,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-gurgaon-10142676717,27-11-2022
Maruti Vitara Brezza,Maruti,Vitara Brezza,Gurgaon,2021,Petrol,9173,2,Manual,SUV,Hi-Gurgaon New,FALSE,Gurgaon,Haryana,9688,51300,1012000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2021-cars-gurgaon-10181873754,23-11-2022
Hyundai Verna,Hyundai,Verna,Gurgaon,2016,Petrol,93558,1,Automatic,Sedan,Hi-Gurgaon New,FALSE,Gurgaon,Haryana,9688,5000,705000,https://www.cars24.com/buy-used-hyundai-verna-2016-cars-gurgaon-10163275790,15-11-2022
Maruti Baleno,Maruti,Baleno,Gurgaon,2016,Petrol,53335,1,,,Hi-Gurgaon New,FALSE,Gurgaon,Haryana,13898,34400,518000,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-gurgaon-10103571797,11-11-2022
Maruti Alto K10,Maruti,Alto K10,Mumbai,2015,Petrol,31065,1,Manual,Hatchback,Hi-West Mumbai,FALSE,Mumbai,Maharashtra,9688,26600,288000,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-mumbai-10307974797,27-10-2022
Maruti Vitara Brezza,Maruti,Vitara Brezza,Faridabad,2019,Diesel,36997,1,Manual,SUV,Hi-Bata Chowk,FALSE,New Delhi,Delhi,9688,-200,825000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-faridabad-11004878710,24-11-2022
Maruti Dzire,Maruti,Dzire,Gurgaon,2018,Petrol,41104,1,Manual,Sedan,Hi-Gurgaon New,FALSE,Gurgaon,Haryana,9688,46900,609599,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-gurgaon-10100577775,05-12-2022
Hyundai NEW I20,Hyundai,New I20,Surat,2020,Petrol,4172,1,,,Hi-Adajan,FALSE,Surat,Gujarat,9688,-300,785000,https://www.cars24.com/buy-used-hyundai-new-i20-2020-cars-surat-13547179717,24-11-2022
Ford Ecosport,Ford,Ecosport,Ludhiana,2019,Diesel,30398,1,Manual,SUV,Chandigarh-Pns,FALSE,Chandigarh,Chandigarh,13898,91200,832000,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-ludhiana-11683496734,31-07-2022
Maruti Baleno,Maruti,Baleno,New Delhi,2018,Petrol,47470,1,Manual,Hatchback,Hi-Dakshin Delhi,FALSE,Delhi,Delhi,9688,37300,562000,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-new-delhi-10032590708,23-09-2022
Maruti IGNIS,Maruti,Ignis,Nagpur,2019,Petrol,5949,1,Manual,Hatchback,Nagpur-Pns,FALSE,Mumbai West,Maharashtra,13898,35600,478600,https://www.cars24.com/buy-used-maruti-ignis-2019-cars-nagpur-1235216460,17-05-2022
Toyota YARIS,Toyota,Yaris,Gurgaon,2020,Petrol,45156,1,Automatic,Sedan,Hi-South Gurgaon,FALSE,Gurgaon,Haryana,9688,95300,884000,https://www.cars24.com/buy-used-toyota-yaris-2020-cars-gurgaon-10167397716,01-07-2022
Tata TIGOR,Tata,Tigor,Bangalore,2017,Petrol,62104,1,Manual,Sedan,Bengaluru-Pns,FALSE,Chikodi,Karnataka,13898,17100,542000,https://www.cars24.com/buy-used-tata-tigor-2017-cars-bangalore-10251792761,24-09-2022
Tata Harrier,Tata,Harrier,Jaipur,2019,Diesel,35740,2,Manual,SUV,Jaipur-Pns,FALSE,Jaipur,Rajasthan,19407,110300,1325000,https://www.cars24.com/buy-used-tata-harrier-2019-cars-jaipur-1072584362,12-04-2022
Hyundai Grand i10,Hyundai,Grand I10,Hyderabad,2018,Petrol,24209,1,Manual,Hatchback,Hyderabad-Pns,FALSE,Hyderabad,Telangana,13898,51900,504000,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-hyderabad-10418490762,24-09-2022
KIA SELTOS,Kia,Seltos,Noida,2020,Diesel,30426,1,Manual,SUV,Lucknow-Pns,FALSE,Sultanpur,Uttar Pradesh,13898,118300,1288500,https://www.cars24.com/buy-used-kia-seltos-2020-cars-noida-1323576266,26-05-2022
Maruti IGNIS,Maruti,Ignis,Bangalore,2022,Petrol,364,1,Manual,Hatchback,Hi-South 3 Bengaluru,FALSE,Bangalore South,Karnataka,9688,-300,621000,https://www.cars24.com/buy-used-maruti-ignis-2022-cars-bangalore-10200479776,11-11-2022
Tata Harrier,Tata,Harrier,Mumbai,2019,Diesel,55719,2,Manual,SUV,Mumbai-Pns,FALSE,Mumbai,Maharashtra,19407,105700,1378000,https://www.cars24.com/buy-used-tata-harrier-2019-cars-mumbai-1036496962,15-06-2022
Maruti Baleno,Maruti,Baleno,Bangalore,2019,Diesel,31545,1,Manual,Hatchback,Bengaluru-Avis-Pns,FALSE,Bengaluru,Karnataka,13898,59900,839000,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-bangalore-10229992749,06-09-2022
Hyundai Creta,Hyundai,Creta,New Delhi,2019,Petrol,21111,1,Manual,SUV,New Delhi-Pns,FALSE,Noida,Uttar Pradesh,9688,0,1262000,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-new-delhi-10056577755,05-12-2022
Hyundai Grand i10,Hyundai,Grand I10,Noida,2017,Petrol,49468,3,Manual,Hatchback,Laxmi Nagar,FALSE,Ghaziabad,Uttar Pradesh,9688,44000,425000,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-noida-10588994731,04-09-2022
