name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Hyundai Elite i20,Hyundai,Elite I20,Kochi,2017,Petrol,35939,2,Manual,Hatchback,Kochi-Pns,FALSE,Kozhikode,Kerala,13898,47399,607000,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-kochi-1301258066,24-03-2022
Maruti Alto 800,Maruti,Alto 800,Mumbai,2016,Petrol + Cng,6180,1,Manual,Hatchback,Hi-West Mumbai,FALSE,Mumbai,Maharashtra,12542,2099,326000,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-mumbai-10376393749,09-11-2022
Maruti Dzire,Maruti,Dzire,Lucknow,2019,Petrol + Cng,46808,1,Manual,Sedan,Vibhuti Khand - Gomti Nagar,FALSE,Lucknow,Uttar Pradesh,13898,26000,640000,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-lucknow-13269799739,30-09-2022
KIA SELTOS,Kia,Seltos,Bangalore,2020,Diesel,26045,1,Manual,SUV,Bengaluru-Pns,FALSE,Bengaluru,Karnataka,9688,143700,1354000,https://www.cars24.com/buy-used-kia-seltos-2020-cars-bangalore-10223291755,04-07-2022
Maruti Ertiga,Maruti,Ertiga,Kolkata,2017,Petrol,53056,1,Manual,SUV,Hi-Kolkata,FALSE,Barrackpore,West Bengal,13898,22800,676000,https://www.cars24.com/buy-used-maruti-ertiga-2017-cars-kolkata-11929876798,28-10-2022
Ford Ecosport,Ford,Ecosport,Pune,2014,Petrol,85905,1,Manual,SUV,Pune-Pns,FALSE,Pune,Maharashtra,13898,13100,468000,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-pune-10626491709,09-11-2022
Toyota Innova,Toyota,Innova,Mumbai,2012,Diesel,353288,1,Manual,SUV,Kandivali West - Dahanukar,TRUE,Mumbai,Maharashtra,19407,95600,615000,https://www.cars24.com/buy-used-toyota-innova-2012-cars-mumbai-1036866227,24-03-2021
Toyota Innova Crysta,Toyota,Innova Crysta,Pune,2017,Petrol,91964,2,Automatic,SUV,Hi-Pune,FALSE,Pune,Maharashtra,9688,121500,1614000,https://www.cars24.com/buy-used-toyota-innova-crysta-2017-cars-pune-10692178719,15-11-2022
Tata Tiago,Tata,Tiago,Indore,2017,Petrol,47440,2,Manual,Hatchback,Bhopal-Pns,FALSE,Bhopal,Madhya Pradesh,9688,-7000,452000,https://www.cars24.com/buy-used-tata-tiago-2017-cars-indore-14649291765,02-10-2022
Volkswagen Polo,Volkswagen,Polo,Kolkata,2015,Diesel,77595,1,Manual,Hatchback,Hi-Kolkata,FALSE,Kolkata,West Bengal,13898,-24400,368600,https://www.cars24.com/buy-used-volkswagen-polo-2015-cars-kolkata-11920798764,09-11-2022
Toyota Etios Liva,Toyota,Etios Liva,Kochi,2018,Petrol,49804,1,Manual,Hatchback,Kochi-Pns,FALSE,Tripunithura,Kerala,13898,45950,611000,https://www.cars24.com/buy-used-toyota-etios-liva-2018-cars-kochi-1302283661,08-05-2022
Volkswagen Ameo,Volkswagen,Ameo,Faridabad,2018,Petrol,62492,2,Manual,Sedan,New Delhi-Pns,FALSE,New Delhi,Delhi,13898,-24101,428000,https://www.cars24.com/buy-used-volkswagen-ameo-2018-cars-faridabad-10020779791,18-10-2022
Ford Ecosport,Ford,Ecosport,New Delhi,2014,Petrol,53429,1,Manual,SUV,Hi-South Ex,FALSE,New Delhi,Delhi,13898,0,510899,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-new-delhi-10014478792,07-12-2022
Nissan Terrano,Nissan,Terrano,Bangalore,2014,Petrol,76646,2,Manual,SUV,Hi-East 1 Bengaluru,FALSE,Bengaluru,Karnataka,9688,6800,544899,https://www.cars24.com/buy-used-nissan-terrano-2014-cars-bangalore-10210971772,07-11-2022
Maruti Swift,Maruti,Swift,New Delhi,2016,Petrol,24287,1,Manual,Hatchback,Hi-Uttam Nagar Delhi,FALSE,New Delhi,Delhi,9688,5000,484000,https://www.cars24.com/buy-used-maruti-swift-2016-cars-new-delhi-10091273755,08-12-2022
Skoda Rapid,Skoda,Rapid,Mumbai,2012,Petrol,62923,1,Manual,Sedan,Hi-Andheri East,FALSE,Thane,Maharashtra,12188,-2501,238000,https://www.cars24.com/buy-used-skoda-rapid-2012-cars-mumbai-10397896769,08-12-2022
Volkswagen Polo,Volkswagen,Polo,Hyderabad,2019,Petrol,59938,1,Manual,Hatchback,Hyderabad-Pns,FALSE,Hyderabad,Telangana,12542,21600,559200,https://www.cars24.com/buy-used-volkswagen-polo-2019-cars-hyderabad-10492199737,11-09-2022
Maruti Celerio,Maruti,Celerio,New Delhi,2021,Petrol,11828,1,Manual,Hatchback,East-Of-Kailash,FALSE,New Delhi,Delhi,12188,6899,492000,https://www.cars24.com/buy-used-maruti-celerio-2021-cars-new-delhi-10045396762,29-10-2022
Maruti Swift,Maruti,Swift,Nagpur,2014,Petrol,37197,2,Manual,Hatchback,Hi-Thane West - Manpada,FALSE,Thane,Maharashtra,9688,-8000,377999,https://www.cars24.com/buy-used-maruti-swift-2014-cars-nagpur-10392473792,23-11-2022
Hyundai Santro Xing,Hyundai,Santro Xing,New Delhi,2013,Petrol,49959,1,Manual,Hatchback,New Delhi-Pns,FALSE,Noida,Uttar Pradesh,13898,0,242399,https://www.cars24.com/buy-used-hyundai-santro-xing-2013-cars-new-delhi-10057376750,07-12-2022
Renault Kwid,Renault,Kwid,New Delhi,2020,Petrol,43365,1,Manual,Hatchback,New Delhi-Pns,FALSE,Noida,Uttar Pradesh,12542,0,386000,https://www.cars24.com/buy-used-renault-kwid-2020-cars-new-delhi-10007471750,09-12-2022
Maruti Alto K10,Maruti,Alto K10,Chennai,2010,Petrol,77123,1,Manual,Hatchback,Hi-Chennai,FALSE,Chennai,Tamil Nadu,9688,0,213499,https://www.cars24.com/buy-used-maruti-alto-k10-2010-cars-chennai-11320972778,07-12-2022
Volkswagen Ameo,Volkswagen,Ameo,Pune,2017,Petrol,50076,1,Manual,Sedan,Hi-Pune,FALSE,Pune,Maharashtra,13898,-10700,500000,https://www.cars24.com/buy-used-volkswagen-ameo-2017-cars-pune-10661879777,09-11-2022
Maruti New  Wagon-R,Maruti,New  Wagon-R,New Delhi,2021,Petrol + Cng,31023,1,Manual,Hatchback,Hi-Faridabad,FALSE,Faridabad,Haryana,9688,-19601,627000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-new-delhi-11074475778,16-11-2022
Maruti Celerio,Maruti,Celerio,Faridabad,2017,Petrol,26125,1,Manual,Hatchback,New Delhi-Pns,FALSE,Gurgaon,Haryana,12542,36099,396000,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-faridabad-10062999789,06-08-2022
Maruti Ertiga,Maruti,Ertiga,Hyderabad,2019,Petrol,78855,2,Automatic,SUV,Hi-West 2 Hyd,FALSE,Hyderabad,Telangana,12188,-101,870000,https://www.cars24.com/buy-used-maruti-ertiga-2019-cars-hyderabad-10427673777,12-11-2022
Jeep Compass,Jeep,Compass,New Delhi,2018,Petrol,45323,1,Automatic,Luxury SUV,Hi-North West,FALSE,Delhi,Delhi,13898,15200,1267000,https://www.cars24.com/buy-used-jeep-compass-2018-cars-new-delhi-10000591762,02-12-2022
Hyundai VENUE,Hyundai,Venue,Sonipat,2022,Petrol,6905,1,Manual,SUV,Hi-Sonipat,FALSE,Sonipat,Haryana,12188,5000,918000,https://www.cars24.com/buy-used-hyundai-venue-2022-cars-sonipat-11582871750,08-12-2022
Maruti New  Wagon-R,Maruti,New  Wagon-R,Gurgaon,2021,Petrol + Cng,25028,1,Manual,Hatchback,Hi-Gurgaon New,FALSE,Gurgaon,Haryana,9688,5000,654000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-gurgaon-10132979750,09-12-2022
Tata Tiago,Tata,Tiago,Surat,2016,Petrol,58908,1,Manual,Hatchback,Surat-Pns,FALSE,Surat,Gujarat,13898,-21900,360000,https://www.cars24.com/buy-used-tata-tiago-2016-cars-surat-13579570776,03-12-2022
Renault Kwid,Renault,Kwid,Kochi,2019,Petrol,78870,1,Manual,Hatchback,Hi-Kochi South 2,FALSE,Muvattupuzha,Kerala,12542,-5200,338000,https://www.cars24.com/buy-used-renault-kwid-2019-cars-kochi-13027172778,22-10-2022
Hyundai i10,Hyundai,I10,Rajkot,2011,Petrol,63818,1,Manual,Hatchback,Hi-West-Amd,FALSE,Junagadh,Gujarat,13898,7000,269000,https://www.cars24.com/buy-used-hyundai-i10-2011-cars-rajkot-11400076797,20-11-2022
Hyundai Creta,Hyundai,Creta,New Delhi,2018,Diesel,71568,1,Manual,SUV,New Delhi-Pns,FALSE,Ghaziabad,Uttar Pradesh,19407,5000,1345000,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-new-delhi-10059171783,08-12-2022
Tata NEXON,Tata,Nexon,New Delhi,2021,Petrol,17141,1,,,Hi-Uttam Nagar Delhi,FALSE,Delhi,Delhi,12188,0,1048000,https://www.cars24.com/buy-used-tata-nexon-2021-cars-new-delhi-10014670713,09-12-2022
Maruti Swift Dzire,Maruti,Swift Dzire,Pune,2014,Petrol,6489,1,Manual,Sedan,Hi-Andheri East,FALSE,Mumbai West,Maharashtra,13898,-8700,453599,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-pune-10363879778,05-12-2022
Maruti Swift,Maruti,Swift,Ludhiana,2019,Petrol,11994,1,Manual,Hatchback,Hi-Mohali Store,FALSE,Kharar,Punjab,9688,11800,517999,https://www.cars24.com/buy-used-maruti-swift-2019-cars-ludhiana-10942997744,18-09-2022
Maruti New  Wagon-R,Maruti,New  Wagon-R,New Delhi,2021,Petrol + Cng,31313,1,Manual,Hatchback,Hi-Yamuna Bank Delhi,FALSE,Delhi,Delhi,12188,-400,671000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-new-delhi-10089590707,08-12-2022
Maruti Alto 800,Maruti,Alto 800,New Delhi,2015,Petrol,71784,1,Manual,Hatchback,Hi-Multan Nagar,FALSE,Delhi,Delhi,12542,0,220999,https://www.cars24.com/buy-used-maruti-alto-800-2015-cars-new-delhi-10081378770,08-12-2022
Maruti Baleno,Maruti,Baleno,New Delhi,2017,Petrol,19206,1,Manual,Hatchback,Hi-Multan Nagar,FALSE,Delhi,Delhi,13898,0,493699,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-new-delhi-10047876717,07-12-2022
Hyundai Creta,Hyundai,Creta,Rajkot,2019,Diesel,65144,1,Manual,SUV,Hi-West-Amd,FALSE,Bhuj,Gujarat,9688,-40500,983300,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-rajkot-11411874712,14-11-2022
Hyundai i20 Active,Hyundai,I20 Active,Ghaziabad,2015,Petrol + Cng,94575,2,Manual,Hatchback,Indirapuram - Shakti Khand,FALSE,Faridabad,Haryana,13898,-2000,497000,https://www.cars24.com/buy-used-hyundai-i20-active-2015-cars-ghaziabad-11294591768,08-11-2022
Hyundai Elite i20,Hyundai,Elite I20,Mumbai,2015,Petrol,26510,2,Manual,Hatchback,Hi-Thane West - Manpada,FALSE,Dombivali,Maharashtra,9688,0,461000,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-mumbai-10342776754,09-12-2022
Hyundai Santro Xing,Hyundai,Santro Xing,Ghaziabad,2012,Petrol,24698,1,Manual,Hatchback,Hi-Ghaziabad,FALSE,New Delhi,Delhi,13898,0,197199,https://www.cars24.com/buy-used-hyundai-santro-xing-2012-cars-ghaziabad-11269293764,08-12-2022
Mahindra Scorpio,Mahindra,Scorpio,Panipat,2017,Diesel,52999,1,Manual,SUV,Bata Chowk,TRUE,Faridabad,Haryana,19407,123400,951000,https://www.cars24.com/buy-used-mahindra-scorpio-2017-cars-panipat-1106323524,11-02-2021
Audi A3,Audi,A3,Faridabad,2014,Diesel,91887,2,Automatic,Luxury Sedan,Sector 73,TRUE,Gurgaon,Haryana,19407,380500,966000,https://www.cars24.com/buy-used-audi-a3-2014-cars-faridabad-1050019044,14-04-2021
Maruti New  Wagon-R,Maruti,New  Wagon-R,Gurgaon,2020,Petrol,26118,2,Manual,Hatchback,Hi-Multan Nagar,FALSE,Badhara,Haryana,12188,21500,445000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-gurgaon-10558172795,23-10-2022
Hyundai Elite i20,Hyundai,Elite I20,Pune,2015,Petrol,70031,2,Manual,Hatchback,Pune-Pns,FALSE,Pune,Maharashtra,13898,56000,507000,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-pune-10668873771,10-11-2022
Maruti IGNIS,Maruti,Ignis,Coimbatore,2018,Petrol,49519,1,Manual,Hatchback,Chennai-Pns,FALSE,Chennai,Tamil Nadu,13898,28300,483000,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-coimbatore-11304099717,19-06-2022
Mahindra TUV300,Mahindra,Tuv300,New Delhi,2018,Diesel,42979,1,Manual,SUV,Hi-South East Delhi,FALSE,New Delhi,Delhi,9688,0,624799,https://www.cars24.com/buy-used-mahindra-tuv300-2018-cars-new-delhi-10033072710,08-12-2022
Honda Accord,Honda,Accord,Noida,2011,Petrol,63041,1,Manual,Sedan,Hi-East Delhi,FALSE,Delhi,Delhi,19407,-37000,508000,https://www.cars24.com/buy-used-honda-accord-2011-cars-noida-10029699776,09-07-2022
Hyundai i10,Hyundai,I10,Jaipur,2016,Petrol,26540,1,Manual,Hatchback,Hi-Chitrakoot,FALSE,Jaipur,Rajasthan,13898,5000,418000,https://www.cars24.com/buy-used-hyundai-i10-2016-cars-jaipur-10733997764,05-10-2022
Honda City,Honda,City,Ahmedabad,2015,Petrol,51469,2,Automatic,Sedan,Hi-West-Amd,FALSE,Ahmedabad,Gujarat,9688,-10300,737000,https://www.cars24.com/buy-used-honda-city-2015-cars-ahmedabad-11430772715,08-12-2022
Maruti XL6,Maruti,Xl6,Chennai,2020,Petrol,18212,1,Manual,SUV,Hi-Chennai,FALSE,Chennai,Tamil Nadu,12188,-100,1076000,https://www.cars24.com/buy-used-maruti-xl6-2020-cars-chennai-11320174713,08-12-2022
Hyundai Creta,Hyundai,Creta,New Delhi,2017,Diesel,58528,1,Manual,SUV,Hi-Yamuna Bank Delhi,FALSE,Goutam  Budd  Nagar,Uttar Pradesh,13898,5000,919000,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-new-delhi-10088977713,08-12-2022
Volkswagen Polo,Volkswagen,Polo,New Delhi,2018,Petrol,28361,1,Manual,Hatchback,Hi-Rohini Delhi,FALSE,New Delhi,Delhi,12542,-10500,623000,https://www.cars24.com/buy-used-volkswagen-polo-2018-cars-new-delhi-10010679773,05-11-2022
Hyundai Elite i20,Hyundai,Elite I20,Pune,2014,Diesel,86102,2,Manual,Hatchback,Hi-Pune,FALSE,Navi Mumbai,Maharashtra,13898,0,490000,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-pune-10353599754,09-12-2022
Datsun Redi Go,Datsun,Redi Go,New Delhi,2019,Petrol + Cng,41919,1,Manual,Hatchback,New Delhi-Pns,FALSE,New Delhi,Delhi,9688,0,317000,https://www.cars24.com/buy-used-datsun-redi-go-2019-cars-new-delhi-10004171772,09-12-2022
Hyundai i10,Hyundai,I10,Chennai,2014,Petrol,94231,1,Manual,Hatchback,Chennai-Pns,FALSE,Chennai,Tamil Nadu,9688,5000,377000,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-chennai-11317075755,08-12-2022
Honda Jazz,Honda,Jazz,Surat,2011,Petrol,46178,1,Manual,Hatchback,Hi-Adajan,FALSE,Surat,Gujarat,9688,-10701,325000,https://www.cars24.com/buy-used-honda-jazz-2011-cars-surat-13584778792,28-11-2022
KIA SELTOS,Kia,Seltos,Gurgaon,2020,Petrol,8902,1,Manual,SUV,Hi-Gurgaon New,FALSE,Gurgaon,Haryana,9688,77900,1217000,https://www.cars24.com/buy-used-kia-seltos-2020-cars-gurgaon-10122278717,24-11-2022
Maruti Swift,Maruti,Swift,New Delhi,2018,Petrol + Cng,82644,1,Manual,Hatchback,Hi-North West,FALSE,Delhi,Delhi,13898,-3000,536000,https://www.cars24.com/buy-used-maruti-swift-2018-cars-new-delhi-10090491766,02-12-2022
Hyundai Creta,Hyundai,Creta,Gurgaon,2019,Diesel,73150,1,Manual,SUV,Hi-Gurgaon,FALSE,Gurgaon,Haryana,13898,61200,896699,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-gurgaon-1013041066,03-03-2022
Hyundai Creta,Hyundai,Creta,Noida,2020,Diesel,21176,1,Manual,SUV,Hi-Noida Outer,FALSE,Noida,Uttar Pradesh,13898,118300,1194000,https://www.cars24.com/buy-used-hyundai-creta-2020-cars-noida-10554870711,16-11-2022
Ford Ecosport,Ford,Ecosport,Mumbai,2016,Diesel,78870,1,Manual,SUV,Hi-West Mumbai,FALSE,Mumbai,Maharashtra,13898,-300,523000,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-mumbai-10331771790,08-12-2022
MG HECTOR,Mg,Hector,Hyderabad,2020,Diesel,69338,1,Manual,SUV,Hi-East 2 Hyd,FALSE,Vijayawada,Andhra Pradesh,9688,226900,1536000,https://www.cars24.com/buy-used-mg-hector-2020-cars-hyderabad-10433994750,26-08-2022
Maruti Alto K10,Maruti,Alto K10,New Delhi,2017,Petrol,21188,1,Manual,Hatchback,Hi-Yamuna Bank Delhi,FALSE,New Delhi,Delhi,9688,5000,349000,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-new-delhi-10076675716,08-12-2022
Mahindra XUV500,Mahindra,Xuv500,Mumbai,2016,Diesel,50022,2,Automatic,SUV,Hi-Andheri East,FALSE,Mumbai,Maharashtra,9688,0,1070000,https://www.cars24.com/buy-used-mahindra-xuv500-2016-cars-mumbai-12445576716,09-12-2022
Maruti New  Wagon-R,Maruti,New  Wagon-R,Mumbai,2019,Petrol + Cng,38290,1,Manual,Hatchback,Hi-Thane West - Manpada,FALSE,Thane,Maharashtra,9688,5000,583000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2019-cars-mumbai-10364476716,08-12-2022
Tata NEXON,Tata,Nexon,Ghaziabad,2018,Petrol + Cng,65714,1,Manual,SUV,Hi-Raj Nagar Ghaziabad,FALSE,Meerut,Uttar Pradesh,13898,5000,672000,https://www.cars24.com/buy-used-tata-nexon-2018-cars-ghaziabad-11247679719,08-12-2022
Skoda KUSHAQ,Skoda,Kushaq,Gurgaon,2022,Petrol,15761,1,,,Hi-Gurgaon New,FALSE,New Delhi,Delhi,12188,79400,1155000,https://www.cars24.com/buy-used-skoda-kushaq-2022-cars-gurgaon-10162470796,30-10-2022
Maruti Celerio,Maruti,Celerio,Chennai,2014,Petrol,77475,2,Automatic,Hatchback,Hi-Chennai,FALSE,Chennai,Tamil Nadu,12542,-400,369000,https://www.cars24.com/buy-used-maruti-celerio-2014-cars-chennai-11318978752,08-12-2022
Maruti Alto 800,Maruti,Alto 800,Gurgaon,2018,Petrol,13951,1,Manual,Hatchback,Hi-Gurgaon New,FALSE,Gurgaon,Haryana,12542,-300,309000,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-gurgaon-10161479750,08-12-2022
Honda Amaze,Honda,Amaze,Kolkata,2013,Petrol,82397,1,Manual,Sedan,Hi-Kolkata,FALSE,Kolkata,West Bengal,9688,-19600,278000,https://www.cars24.com/buy-used-honda-amaze-2013-cars-kolkata-11934674775,14-11-2022
Maruti Swift,Maruti,Swift,Ahmedabad,2012,Petrol,75606,1,Manual,Hatchback,Hi-West-Amd,FALSE,Surendranagar,Gujarat,9688,300,375099,https://www.cars24.com/buy-used-maruti-swift-2012-cars-ahmedabad-11401272795,07-12-2022
Maruti Swift,Maruti,Swift,New Delhi,2022,Petrol,371,1,Manual,Hatchback,Hi-North Delhi,FALSE,Delhi,Delhi,9688,-200,635000,https://www.cars24.com/buy-used-maruti-swift-2022-cars-new-delhi-10017473718,07-12-2022
Maruti Alto,Maruti,Alto,Ahmedabad,2022,Petrol,4061,1,Manual,Hatchback,Ahmedabad-Pns,FALSE,Anand,Gujarat,9688,-100,419000,https://www.cars24.com/buy-used-maruti-alto-2022-cars-ahmedabad-11420373710,08-12-2022
Honda Amaze,Honda,Amaze,Gurgaon,2014,Petrol,63946,1,Manual,Sedan,Dwarka Sector 6,FALSE,Bhiwani,Haryana,13898,-10000,354000,https://www.cars24.com/buy-used-honda-amaze-2014-cars-gurgaon-10048392726,30-09-2022
Maruti Alto,Maruti,Alto,New Delhi,2022,Petrol,6040,1,Manual,Hatchback,Hi-Multan Nagar,FALSE,Noida,Uttar Pradesh,12188,-100,392000,https://www.cars24.com/buy-used-maruti-alto-2022-cars-new-delhi-10502293735,08-12-2022
Maruti Swift,Maruti,Swift,New Delhi,2010,Petrol,21299,1,Manual,Hatchback,Hi-West Delhi,FALSE,Delhi,Delhi,13898,19500,261499,https://www.cars24.com/buy-used-maruti-swift-2010-cars-new-delhi-10041890750,04-09-2022
Maruti Ertiga,Maruti,Ertiga,Mumbai,2017,Diesel,21655,1,Manual,SUV,Hi-Worli,FALSE,Mumbai,Maharashtra,9688,0,893000,https://www.cars24.com/buy-used-maruti-ertiga-2017-cars-mumbai-10368176752,09-12-2022
Honda City,Honda,City,Mumbai,2018,Petrol,35832,1,Automatic,Sedan,Mumbai-Pns,FALSE,Mumbai,Maharashtra,13898,-100,1135000,https://www.cars24.com/buy-used-honda-city-2018-cars-mumbai-10355979758,08-12-2022
Mahindra KUV 100 NXT,Mahindra,Kuv 100 Nxt,Bangalore,2018,Petrol,40676,2,Manual,SUV,Hi-North 3 Bengaluru,FALSE,Bengaluru,Karnataka,12188,-100,430100,https://www.cars24.com/buy-used-mahindra-kuv-100-nxt-2018-cars-bangalore-10259690722,03-09-2022
Hyundai Elite i20,Hyundai,Elite I20,New Delhi,2015,Petrol,72521,3,Manual,Hatchback,Hi-Multan Nagar,FALSE,New Delhi,Delhi,13898,5200,437000,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-new-delhi-10066396700,21-11-2022
Maruti Alto K10,Maruti,Alto K10,New Delhi,2019,Petrol,25603,1,Manual,Hatchback,Hi-North Delhi,FALSE,New Delhi,Delhi,9688,-300,413000,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-new-delhi-10044672775,08-12-2022
Tata NEXON,Tata,Nexon,Chennai,2020,Petrol,30356,1,Manual,SUV,Chennai-Pns,FALSE,Chennai,Tamil Nadu,9688,5000,1119000,https://www.cars24.com/buy-used-tata-nexon-2020-cars-chennai-11340370711,08-12-2022
Renault Kwid,Renault,Kwid,Gurgaon,2016,Petrol,63720,2,Manual,Hatchback,Hi-Gurgaon New,FALSE,Gurgaon,Haryana,12542,0,234099,https://www.cars24.com/buy-used-renault-kwid-2016-cars-gurgaon-10133470777,27-11-2022
Maruti Ertiga,Maruti,Ertiga,New Delhi,2013,Petrol,44603,1,Manual,SUV,Hi-South Ex,FALSE,New Delhi,Delhi,13898,-4200,522000,https://www.cars24.com/buy-used-maruti-ertiga-2013-cars-new-delhi-10039778795,03-12-2022
Hyundai Verna,Hyundai,Verna,Kolkata,2016,Petrol,73664,1,Manual,Sedan,Hi-Kolkata,FALSE,Kolkata,West Bengal,9688,-23700,523699,https://www.cars24.com/buy-used-hyundai-verna-2016-cars-kolkata-11937871799,29-10-2022
Renault TRIBER,Renault,Triber,New Delhi,2020,Petrol,43793,1,Manual,SUV,Hi-Multan Nagar,FALSE,Faridabad,Haryana,9688,5000,612000,https://www.cars24.com/buy-used-renault-triber-2020-cars-new-delhi-11036475771,08-12-2022
Hyundai Grand i10,Hyundai,Grand I10,Mumbai,2017,Petrol,13909,1,Manual,Hatchback,Hi-West Mumbai,FALSE,Mumbai,Maharashtra,9688,-300,538000,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-mumbai-10315977711,08-12-2022
Hyundai VENUE,Hyundai,Venue,Gurgaon,2019,Petrol,57770,1,Automatic,SUV,Hi-Multan Nagar,FALSE,Gurgaon,Haryana,9688,46999,1006000,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-gurgaon-10178496786,21-08-2022
Hyundai Creta,Hyundai,Creta,Patna,2015,Petrol,52045,1,Manual,SUV,Hi-Central Patna,FALSE,Patna,Bihar,9688,-24200,775000,https://www.cars24.com/buy-used-hyundai-creta-2015-cars-patna-14499277778,15-11-2022
Maruti Dzire,Maruti,Dzire,Patna,2018,Diesel,56335,1,Manual,Sedan,Hi-Central Patna,FALSE,Patna,Bihar,13898,12300,661000,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-patna-14464175794,31-10-2022
Hyundai Elite i20,Hyundai,Elite I20,Nashik,2019,Diesel,66487,1,Manual,Hatchback,Hi-Pune,FALSE,Pune,Maharashtra,13898,39550,779000,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-nashik-10616793777,18-06-2022
Hyundai Grand i10,Hyundai,Grand I10,New Delhi,2015,Petrol,80533,1,Manual,Hatchback,New Delhi-Pns,FALSE,Gurgaon,Haryana,9688,5000,433000,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-new-delhi-10047093709,08-12-2022
Volkswagen Polo,Volkswagen,Polo,Bangalore,2018,Petrol,64581,1,Manual,Hatchback,Hi-East 1 Bengaluru,FALSE,Bengaluru,Karnataka,9688,8700,621000,https://www.cars24.com/buy-used-volkswagen-polo-2018-cars-bangalore-10211597768,27-10-2022
Volkswagen Polo,Volkswagen,Polo,Pune,2016,Petrol,52942,1,Manual,Hatchback,Hi-Pune,FALSE,Panvel,Maharashtra,13898,-10201,527000,https://www.cars24.com/buy-used-volkswagen-polo-2016-cars-pune-10632779791,01-11-2022
Datsun Go,Datsun,Go,Chennai,2017,Petrol,21741,1,Manual,Hatchback,Hi-Chennai,FALSE,Ranipet,Tamil Nadu,9688,5000,312000,https://www.cars24.com/buy-used-datsun-go-2017-cars-chennai-11373072713,07-12-2022
Honda Amaze,Honda,Amaze,New Delhi,2017,Petrol + Cng,73209,2,Manual,Sedan,Hi-West Delhi,FALSE,Delhi,Delhi,9688,-12600,479000,https://www.cars24.com/buy-used-honda-amaze-2017-cars-new-delhi-10021675775,05-12-2022
Hyundai Verna,Hyundai,Verna,Mumbai,2019,Diesel,29373,1,Automatic,Sedan,Hi-Panvel,FALSE,Sanpada,Maharashtra,19407,5000,1325000,https://www.cars24.com/buy-used-hyundai-verna-2019-cars-mumbai-10398171750,08-12-2022
Tata TIGOR,Tata,Tigor,Lucknow,2022,Petrol + Cng,4725,1,,,Hi-Alambagh,FALSE,Lucknow,Uttar Pradesh,12188,40100,760699,https://www.cars24.com/buy-used-tata-tigor-2022-cars-lucknow-13269397723,31-08-2022
Hyundai Grand i10,Hyundai,Grand I10,Rajkot,2016,Petrol,69959,1,Manual,Hatchback,Hi-West-Amd,FALSE,Ahmedabad,Gujarat,13898,5000,407000,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-rajkot-11442270795,04-11-2022
Maruti Swift,Maruti,Swift,Howrah,2012,Petrol,40110,1,Manual,Hatchback,Hi-Howrah,FALSE,Howrah,West Bengal,13898,32000,321000,https://www.cars24.com/buy-used-maruti-swift-2012-cars-howrah-12682790735,26-08-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Mumbai,2017,Petrol + Cng,57606,1,Manual,Hatchback,Hi-West Mumbai,FALSE,Mumbai,Maharashtra,12542,0,448000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-mumbai-10338077773,09-12-2022
Renault Kwid,Renault,Kwid,Hyderabad,2019,Petrol,39111,1,Manual,Hatchback,Hi-South Hyd,FALSE,Hyderabad,Telangana,12542,17500,363000,https://www.cars24.com/buy-used-renault-kwid-2019-cars-hyderabad-10420699744,12-09-2022
